INSTRUMENT,SYMBOL,EXP_DATE,STR_PRICE,OPT_TYPE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,NOTION_VAL,PR_VAL,TIMESTAMP
OPTSTK    ,TCS       ,27-08-2020,2420,CE      ,29,30,21.4,24.4,33300,28800,96,94,70408035,712035,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2440,CE      ,23.65,24.5,19.1,20.7,63600,51300,171,160,126267480,1095480,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2440,PE      ,208,208,208,208,2100,300,1,1,794400,62400,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2460,CE      ,18.75,21.1,15.6,17.85,36300,48600,162,156,120438600,882600,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2480,CE      ,13.4,16.1,13.4,15.3,15300,5700,19,15,14222820,86820,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2500,CE      ,16.65,17.5,11.7,13.6,444300,292500,975,824,735354240,4104240,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2520,CE      ,13.5,13.5,10,11.35,8700,6300,21,21,15948975,72975,04-08-2020
OPTSTK    ,TCS       ,27-08-2020,2540,CE      ,12.05,12.65,8.1,9.05,156300,133500,445,399,340389015,1299015,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,1960,PE      ,20,20,20,20,300,300,1,1,594000,6000,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,2000,PE      ,21.05,27.95,21,21,2100,2100,7,5,4252170,52170,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,2140,PE      ,65,65,65,65,300,300,1,1,661500,19500,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,2200,PE      ,90,90,70.95,70.95,900,600,2,2,1368285,48285,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,2300,CE      ,91,91,91,91,300,300,1,1,717300,27300,04-08-2020
OPTSTK    ,TCS       ,24-09-2020,2540,CE      ,35,35,35,35,2100,300,1,1,772500,10500,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,540,PE      ,1.9,1.9,1.9,1.9,8400,1200,1,1,650280,2280,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,550,PE      ,1.35,1.5,0.95,1.5,15600,7200,6,6,3969960,9960,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,580,PE      ,3,3.9,2.75,3.65,74400,127200,106,102,74232780,456780,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,590,PE      ,4.5,5.2,4.5,5.2,9600,12000,10,10,7138260,58260,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,600,CE      ,71.85,71.85,63.9,63.9,20400,2400,2,2,1602900,162900,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,600,PE      ,4.8,6.9,4.4,6.3,224400,333600,278,266,202232880,2072880,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,610,PE      ,9,9,7.9,8.55,32400,32400,27,23,20035560,271560,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,620,CE      ,46,49.65,46,49.65,16800,4800,4,4,3201240,225240,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,620,PE      ,8.35,11.7,8.35,11.1,145200,224400,187,181,141514860,2386860,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,630,CE      ,44,44,39.7,39.7,8400,3600,3,3,2420040,152040,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,630,PE      ,11.6,14.9,11.6,13.9,85200,98400,82,78,63329940,1337940,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,640,CE      ,41.95,41.95,33.45,33.75,31200,18000,15,14,12162780,642780,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,640,PE      ,15,18.9,14.5,18,106800,224400,187,180,147486840,3870840,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,650,CE      ,34.55,34.9,28,28.95,129600,136800,114,109,93011940,4091940,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,650,PE      ,17.25,23.7,17.25,22.65,130800,381600,318,306,256302000,8262000,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,660,CE      ,31.4,31.95,23,24.15,117600,342000,285,271,234261540,8541540,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,660,PE      ,19.95,28.85,19.7,28.05,58800,470400,392,360,322428360,11964360,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,670,CE      ,29.85,29.85,18.9,19.95,98400,496800,414,383,343704420,10848420,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,670,PE      ,26.75,34.7,26.75,33.65,68400,206400,172,164,144737640,6449640,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,680,CE      ,27.05,27.05,15.7,16.35,244800,598800,499,481,418208280,11024280,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,680,PE      ,31.15,41.55,31.15,40.8,73200,116400,97,95,83414400,4262400,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,690,CE      ,23.45,23.75,12.65,13.25,200400,284400,237,215,200660820,4424820,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,690,PE      ,39.6,48.15,39.6,48.15,27600,36000,30,30,26375940,1535940,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,700,CE      ,19.35,19.5,10.35,10.8,758400,1183200,986,898,843018600,14778600,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,700,PE      ,46.65,55.4,46.15,55,31200,24000,20,20,17981880,1181880,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,710,CE      ,14.55,14.55,8.3,8.7,134400,338400,282,267,243675960,3411960,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,710,PE      ,55.15,55.15,55.15,55.15,4800,2400,2,2,1836360,132360,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,720,CE      ,12.75,12.75,6.6,6.8,360000,424800,354,325,309287160,3431160,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,720,PE      ,61.65,64,61.65,62.9,14400,8400,7,7,6576660,528660,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,730,CE      ,9.25,9.25,5.45,5.65,78000,129600,108,100,95446260,838260,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,740,CE      ,6.7,6.8,4.65,4.7,19200,27600,23,22,20571360,147360,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,750,CE      ,6.05,6.15,3.65,3.9,289200,400800,334,305,302343180,1743180,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,760,CE      ,3.75,3.75,2.85,3.2,13200,16800,14,13,12820320,52320,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,770,CE      ,4.05,4.05,2.3,2.5,66000,50400,42,31,38944860,136860,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,780,CE      ,2.5,2.5,1.85,2.15,33600,12000,10,10,9385260,25260,04-08-2020
OPTSTK    ,TECHM     ,27-08-2020,790,CE      ,1.85,2.1,1.65,1.8,21600,20400,17,15,16153740,37740,04-08-2020
OPTSTK    ,TECHM     ,24-09-2020,560,CE      ,109.15,109.15,105.45,105.45,1200,3600,3,2,2404500,388500,04-08-2020
OPTSTK    ,TECHM     ,24-09-2020,700,CE      ,26.5,26.8,22.95,23,22800,15600,13,13,11304720,384720,04-08-2020
OPTSTK    ,TECHM     ,24-09-2020,780,PE      ,124.6,124.6,124.6,124.6,2400,2400,2,1,2171040,299040,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,800,PE      ,1.2,1.2,1.2,1.2,13500,750,1,1,600900,900,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,900,PE      ,4.45,4.8,3.85,4,177750,99000,132,123,89537587.5,437587.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,950,PE      ,9.1,10.6,7.8,8.7,102750,99750,133,128,95674012.5,911512.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,970,PE      ,12,14,10.7,10.7,2250,3750,5,5,3683437.5,45937.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,980,CE      ,115,116,115,116,5250,1500,2,2,1643250,173250,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,980,PE      ,15.75,15.8,12.3,13.45,14250,18000,24,22,17893725,253725,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,990,PE      ,17,17.1,15.6,15.6,9000,11250,15,11,11325450,187950,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1000,CE      ,103,103,92.95,95.45,39750,9000,12,12,9887512.5,887512.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1000,PE      ,17.25,23,17.25,19.35,218250,270000,360,337,275385600,5385600,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1010,PE      ,23.7,23.75,19.95,21.95,15000,11250,15,14,11606062.5,243562.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1020,PE      ,25.75,29.6,22.85,25.4,51000,100500,134,130,105151087.5,2641087.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1030,CE      ,78.45,78.45,77,77,7500,1500,2,2,1661587.5,116587.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1030,PE      ,29.35,33.55,26,28.9,18000,41250,55,55,43698112.5,1210612.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1040,CE      ,72,76,69,75.3,31500,3000,4,4,3339225,219225,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1040,PE      ,34.05,38.6,29.55,33,62250,140250,187,180,150653625,4793625,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1050,CE      ,69.95,71.85,61.5,63.25,72000,69750,93,86,77896462.5,4658962.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1050,PE      ,37.25,42.95,33.3,37.1,75000,268500,358,332,292083562.5,10158562.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1060,CE      ,63,65.1,57.15,58.9,44250,63000,84,81,70654387.5,3874387.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1060,PE      ,40.35,48.05,37.6,41.4,51750,240000,320,304,264561562.5,10161562.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1070,CE      ,58.5,60.45,52.6,53.75,44250,128250,171,166,144457950,7230450,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1070,PE      ,47,52.65,42.35,46.75,38250,105000,140,137,117300862.5,4950862.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1080,CE      ,55.6,56.45,47,48.8,107250,755250,1007,969,855316987.5,39646987.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1080,PE      ,49.95,58.2,47.2,51.75,45000,144000,192,191,163016437.5,7496437.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1090,CE      ,48,51.65,43,44.55,60750,190500,254,245,216656437.5,9011437.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1090,PE      ,58.5,60.35,52.6,58,15000,24750,33,33,28373512.5,1396012.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1100,CE      ,46,47.6,39.5,40.8,444000,1115250,1487,1356,1275246188,48471187.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1100,PE      ,58,70.15,57.8,64,45750,90750,121,114,105599100,5774100,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1110,CE      ,42.3,42.95,35.85,37.25,36000,153000,204,199,175907962.5,6077962.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1110,PE      ,72.55,72.55,72.55,72.55,3750,750,1,1,886912.5,54412.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1120,CE      ,36.35,39.4,32.45,33.45,56250,272250,363,347,314685112.5,9765112.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1130,CE      ,34.55,36.3,29.2,29.9,38250,183000,244,234,212748187.5,5958187.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1140,CE      ,30.45,33.35,26,27.1,156000,798750,1065,958,934515225,23940225,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1140,PE      ,93,93,93,93,750,750,1,1,924750,69750,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1150,CE      ,28.95,30.25,23.05,24.75,481500,1508250,2011,1840,1775687925,41200425,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1160,CE      ,24.3,29.55,21.35,22.15,48000,117750,157,152,139446450,2856450,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1180,CE      ,20.5,22.3,16.85,17.55,42750,102000,136,130,122325150,1965150,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1200,CE      ,15.55,18.1,13,13.85,382500,396000,528,488,481406812.5,6206812.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1220,CE      ,12.1,14.5,10.55,11.45,45000,82500,110,107,101703000,1053000,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1240,CE      ,11,12.15,8.1,8.85,69000,120000,160,160,150033937.5,1233937.5,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1260,CE      ,7.7,9.45,7.5,7.7,29250,27000,36,35,34238400,218400,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1280,CE      ,6.3,7.95,4.4,5.45,90000,176250,235,222,226747500,1147500,04-08-2020
OPTSTK    ,TITAN     ,27-08-2020,1280,PE      ,208,208,208,208,1500,750,1,1,1116000,156000,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2000,PE      ,2.4,2.4,2.4,2.4,11500,500,1,1,1001200,1200,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2200,PE      ,4.05,6,3.4,6,18000,7000,14,14,15429025,29025,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2250,PE      ,7.5,7.5,5.2,5.55,2500,2000,4,4,4512050,12050,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2300,PE      ,7.7,9.95,6,6.5,28000,23500,47,44,54226400,176400,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2350,PE      ,15.85,15.85,8.5,8.55,1500,2500,5,5,5900475,25475,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2400,CE      ,380.35,380.35,346.1,346.1,3500,3500,7,6,9664025,1264025,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2400,PE      ,17,20.5,10.1,11.7,21500,33500,67,61,80935125,535125,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2450,PE      ,21.2,22.1,19.5,19.5,3000,4000,8,8,9882825,82825,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2500,CE      ,272,352.3,272,342.35,12500,5500,11,11,15449575,1699575,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2500,PE      ,31.9,36.25,19,20.4,27500,34000,68,62,85862475,862475,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2550,CE      ,284.8,284.8,284.8,284.8,1000,1000,2,1,2834800,284800,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2600,CE      ,210,269.95,199.55,267,12500,10000,20,19,28283525,2283525,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2600,PE      ,52.7,64.7,33.1,36.9,37500,80000,160,147,211594375,3594375,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2700,CE      ,152.95,203,130.15,187.55,50500,87500,175,161,250446325,14196325,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2700,PE      ,87.05,105,56.1,61.1,22500,50000,100,97,138776675,3776675,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2750,CE      ,123.8,165.9,111.2,158.05,9500,42500,85,81,122427325,5552325,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2750,PE      ,100.65,100.65,75,75,4000,5000,10,10,14214225,464225,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2800,CE      ,102.4,142,87.9,127.75,40000,202500,405,379,589838300,22838300,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2800,PE      ,140,142,94,99,11500,23000,46,40,67159325,2759325,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2850,CE      ,89.9,118.95,72.3,107.7,7500,30500,61,59,89979125,3054125,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2850,PE      ,139.1,139.1,139.1,139.1,1000,500,1,1,1494550,69550,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2900,CE      ,70.45,95.4,56,86.15,45000,162500,325,316,483315875,12065875,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,2900,PE      ,173.2,173.2,150,150,500,1000,2,2,3061600,161600,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3000,CE      ,40.95,59,33.65,52.55,70500,216500,433,419,659439875,9939875,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3000,PE      ,220.25,220.25,220.25,220.25,2500,2500,5,4,8050625,550625,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3050,CE      ,28.85,46.75,28,46.4,3500,2000,4,4,6174825,74825,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3050,PE      ,331.3,331.3,331.3,331.3,500,500,1,1,1690650,165650,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3100,CE      ,27,34.95,19.95,31.35,54500,83000,166,164,259495725,2195725,04-08-2020
OPTSTK    ,TORNTPHARM,27-08-2020,3150,CE      ,20.35,26.95,20.35,26.95,1500,1000,2,2,3173650,23650,04-08-2020
OPTSTK    ,TORNTPHARM,24-09-2020,2650,PE      ,100.05,100.05,100.05,100.05,500,500,1,1,1375025,50025,04-08-2020
OPTSTK    ,TORNTPHARM,24-09-2020,3100,CE      ,101,101,101,101,500,500,1,1,1600500,50500,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,300,PE      ,4,4,2.25,2.25,45000,102000,34,19,30876000,276000,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,310,PE      ,5.55,5.55,4.35,4.35,12000,18000,6,6,5670150,90150,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,315,PE      ,8.45,8.45,5.65,5.8,30000,84000,28,13,27006450,546450,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,320,CE      ,20.5,20.5,20.5,20.5,6000,3000,1,1,1021500,61500,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,320,PE      ,9.2,9.2,7.5,7.5,27000,21000,7,7,6888900,168900,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,325,PE      ,9.85,9.85,9.75,9.75,3000,6000,2,2,2008800,58800,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,330,CE      ,13.4,15.65,13.4,14.75,63000,72000,24,24,24807000,1047000,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,330,PE      ,15.65,15.65,11.25,11.25,21000,12000,4,4,4115100,155100,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,335,CE      ,11.15,12.5,11.15,12.5,9000,12000,4,4,4162050,142050,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,340,CE      ,10.3,11.35,9.35,10.1,213000,297000,99,94,104024550,3044550,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,345,CE      ,8.9,8.9,8.9,8.9,3000,3000,1,1,1061700,26700,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,350,CE      ,6.45,7.45,6.4,6.7,66000,81000,27,19,28919400,569400,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,360,CE      ,4.4,4.4,4.4,4.4,3000,3000,1,1,1093200,13200,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,370,CE      ,1.5,1.5,1.5,1.5,6000,6000,2,1,2229000,9000,04-08-2020
OPTSTK    ,TORNTPOWER,27-08-2020,400,CE      ,0.85,1.05,0.6,1,90000,24000,8,7,9619800,19800,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,190,PE      ,0.05,0.05,0.05,0.05,0,1400,1,1,266070,70,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,320,PE      ,1.4,1.5,0.95,0.95,65800,37800,27,16,12146050,50050,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,340,PE      ,1.45,2.4,0.9,2.4,2800,12600,9,3,4304510,20510,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,350,PE      ,4.85,4.85,2.7,3.1,102200,75600,54,52,26731740,271740,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,360,PE      ,7.05,7.6,4.05,4.7,92400,137200,98,95,50191960,799960,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,370,CE      ,30.7,34.7,30.7,33.95,28000,18200,13,13,7333900,599900,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,370,PE      ,10.3,10.8,5.9,6.9,74200,156800,112,108,59139640,1123640,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,380,CE      ,30,30,26.65,26.65,5600,4200,3,3,1715840,119840,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,380,PE      ,14.3,14.3,8.6,9.8,92400,86800,62,56,33911640,927640,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,390,CE      ,17.45,24.05,17,21.2,74200,187600,134,132,77018830,3854830,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,390,PE      ,18.5,19.9,12.1,13.75,121800,214200,153,151,86748900,3210900,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,400,CE      ,15.15,18.5,12.45,15.7,154000,624400,446,411,259723380,9963380,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,400,PE      ,24.5,24.85,16.6,18.3,47600,71400,51,48,29979390,1419390,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,410,CE      ,9.8,13.8,9.2,11.5,113400,277200,198,186,116953340,3301340,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,410,PE      ,25.05,25.05,22,24.45,15400,12600,9,8,5469730,303730,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,420,CE      ,8.85,10.2,6.65,8.3,148400,296800,212,204,127175580,2519580,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,430,CE      ,5.8,7.45,4.85,5.9,88200,117600,84,83,51297610,729610,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,440,CE      ,3.95,5.35,3.7,4.25,67200,117600,84,83,52265150,521150,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,450,CE      ,3.75,3.75,2.5,3,93800,229600,164,160,104047790,727790,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,460,CE      ,3.4,3.4,1.85,1.9,7000,4200,3,3,1942010,10010,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,470,CE      ,1.5,2,1.5,2,12600,4200,3,3,1981560,7560,04-08-2020
OPTSTK    ,TVSMOTOR  ,27-08-2020,480,CE      ,1.5,1.5,1.5,1.5,9800,1400,1,1,674100,2100,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,860,PE      ,9,9.95,8.4,9.35,18200,14000,20,20,12168800,128800,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,880,PE      ,14.7,14.7,14.7,14.7,12600,700,1,1,626290,10290,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,900,CE      ,63.8,63.8,63.8,63.8,2800,700,1,1,674660,44660,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,900,PE      ,17.6,20.8,17.6,19.35,57400,19600,28,24,18016950,376950,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,920,CE      ,50,50,50,50,2100,700,1,1,679000,35000,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,920,PE      ,26,28.4,26,28.4,3500,1400,2,2,1326080,38080,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,940,CE      ,47.25,47.25,45.6,45.6,5600,1400,2,2,1380995,64995,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,940,PE      ,35,38,35,38,1400,1400,2,2,1367100,51100,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,960,CE      ,36.95,36.95,30,30.95,21700,39900,57,49,39640615,1336615,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,960,PE      ,46.75,47.8,46.75,47.8,23800,2100,3,3,2114945,98945,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,980,CE      ,31.9,32,22.05,22.7,11900,19600,28,28,19723165,515165,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,1000,CE      ,22.75,22.75,17.05,17.45,68600,67900,97,84,69164235,1264235,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,1040,CE      ,10.85,11,9.9,10,14000,7000,10,10,7353010,73010,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,1080,CE      ,8.05,8.05,8.05,8.05,4200,700,1,1,761635,5635,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,1100,CE      ,4,4.6,3.65,3.7,55300,11200,16,16,12365045,45045,04-08-2020
OPTSTK    ,UBL       ,27-08-2020,1200,CE      ,0.95,1.05,0.95,1.05,7700,2800,4,4,3362730,2730,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,180,PE      ,3.2,3.2,1.65,1.65,8800,11000,5,5,2010800,30800,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,190,PE      ,4.2,5.4,2.45,2.9,70400,182600,83,78,35450360,756360,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,195,PE      ,4.9,4.9,4.9,4.9,2200,2200,1,1,439780,10780,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,200,CE      ,28.8,35.05,28.8,35.05,11000,8800,4,4,2032580,272580,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,200,PE      ,5.7,8.2,4.15,4.55,231000,622600,283,273,128488030,3968030,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,205,PE      ,9,10,5.8,5.85,37400,50600,23,23,10743370,370370,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,210,CE      ,19.95,20.8,19.95,20.8,6600,6600,3,3,1521300,135300,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,210,PE      ,8.95,12.2,6.55,7.1,149600,547800,249,232,120298310,5260310,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,215,CE      ,19.05,19.45,19.05,19.45,6600,4400,2,2,1030700,84700,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,215,PE      ,14.6,14.6,8.4,9.05,19800,74800,34,33,16948470,866470,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,220,CE      ,18.3,20,15.15,19.4,22000,35200,16,16,8340750,596750,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,220,PE      ,12.85,17.25,10,11.05,217800,928400,422,401,217515210,13267210,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,225,CE      ,15.3,17.5,13.25,16.2,15400,44000,20,20,10582330,682330,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,225,PE      ,16.65,19.75,13,13.35,50600,169400,77,75,40920110,2805110,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,230,CE      ,12.95,16.15,10.15,14.3,107800,365200,166,158,88983840,4987840,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,230,PE      ,18.05,23,14.5,16.1,50600,187000,85,83,46522740,3512740,04-08-2020
